Volatility 3 Framework 2.26.0

PID	PPID	ImageFileName	Offset(V)	Threads	Handles	SessionId	Wow64	CreateTime	ExitTime	Audit	Cmd	Path
** 9564	24232	explorer.exe	0xbc89158df080	222	-	3	False	2025-09-30 07:02:39.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\explorer.exe	C:\WINDOWS\Explorer.EXE	C:\WINDOWS\Explorer.EXE
*** 9088	9564	SecurityHealth	0xbc89052f2080	3	-	3	False	2025-09-30 07:02:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\SecurityHealthSystray.exe	"C:\Windows\System32\SecurityHealthSystray.exe" 	C:\Windows\System32\SecurityHealthSystray.exe
*** 4356	9564	Notepad.exe	0xbc88fcc130c0	51	-	3	False	2025-09-30 07:20:42.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2507.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe	"C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2507.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe" 	C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2507.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe
*** 11588	9564	powershell.exe	0xbc890d744080	11	-	3	False	2025-09-30 08:30:20.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\WindowsPowerShell\v1.0\powershell.exe	"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe" 	C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
**** 16376	11588	python.exe	0xbc89180b8080	1	-	3	False	2025-09-30 08:37:53.000000 UTC	N/A	\Device\HarddiskVolume3\Users\Digital Forensic\Music\AI_Forensics\backend\mediapipe_env\Scripts\python.exe	"C:\Users\Digital Forensic\Music\AI_Forensics\backend\mediapipe_env\Scripts\python.exe" .\manage.py runserver	C:\Users\Digital Forensic\Music\AI_Forensics\backend\mediapipe_env\Scripts\python.exe
***** 21524	16376	python.exe	0xbc89191f6080	1	-	3	False	2025-09-30 08:37:53.000000 UTC	N/A	\Device\HarddiskVolume3\Users\Digital Forensic\AppData\Local\Programs\Python\Python311\python.exe	"C:\Users\Digital Forensic\AppData\Local\Programs\Python\Python311\python.exe" .\manage.py runserver	C:\Users\Digital Forensic\AppData\Local\Programs\Python\Python311\python.exe
****** 25720	21524	python.exe	0xbc88ff1420c0	1	-	3	False	2025-09-30 08:37:53.000000 UTC	N/A	\Device\HarddiskVolume3\Users\Digital Forensic\Music\AI_Forensics\backend\mediapipe_env\Scripts\python.exe	"C:\Users\Digital Forensic\Music\AI_Forensics\backend\mediapipe_env\Scripts\python.exe" .\manage.py runserver	C:\Users\Digital Forensic\Music\AI_Forensics\backend\mediapipe_env\Scripts\python.exe
******* 23252	25720	python.exe	0xbc8910b49080	55	-	3	False	2025-09-30 08:37:53.000000 UTC	N/A	\Device\HarddiskVolume3\Users\Digital Forensic\AppData\Local\Programs\Python\Python311\python.exe	"C:\Users\Digital Forensic\AppData\Local\Programs\Python\Python311\python.exe" .\manage.py runserver	C:\Users\Digital Forensic\AppData\Local\Programs\Python\Python311\python.exe
**** 20836	11588	conhost.exe	0xbc890d754080	3	-	3	False	2025-09-30 08:30:20.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\conhost.exe	\??\C:\WINDOWS\system32\conhost.exe 0x4	C:\WINDOWS\system32\conhost.exe
*** 23940	9564	OUTLOOK.EXE	0xbc8910aeb080	110	-	3	False	2025-09-30 08:42:43.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE	"C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE" 	C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
**** 19596	23940	msedge.exe	0xbc890dfda080	67	-	3	False	2025-09-30 08:43:52.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --single-argument https://go.magnetforensics.com/e/52162/dumpit/llh2cq/1656656617/h/fojHzYuH15uovzHDAbwAlhPEiS1c7NHShqetQ8plwG0	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
***** 26240	19596	msedge.exe	0xbc8917b020c0	0	-	3	False	2025-09-30 08:46:52.000000 UTC	2025-09-30 08:47:31.000000 UTC	-	-	-
***** 24220	19596	msedge.exe	0xbc8903c3f240	14	-	3	False	2025-09-30 08:44:03.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=renderer --pdf-upsell-enabled --dma-cps-flags=2048 --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=14 --time-ticks-at-unix-epoch=-1758970612842025 --launch-time-ticks=251231080702 --skip-read-main-dll --metrics-shmem-handle=7432,i,9453991000240840481,1694362721235173884,2097152 --field-trial-handle=2368,i,13086945005092742753,9322734318684889806,262144 --variations-seed-version --mojo-platform-channel-handle=7748 /prefetch:1	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
***** 26580	19596	msedge.exe	0xbc88edf8b080	22	-	3	False	2025-09-30 08:43:52.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-pre-read-main-dll --startup-read-main-dll --metrics-shmem-handle=2444,i,3842343455671622474,13554008169791630904,524288 --field-trial-handle=2368,i,13086945005092742753,9322734318684889806,262144 --variations-seed-version --mojo-platform-channel-handle=2480 /prefetch:11	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
***** 16344	19596	msedge.exe	0xbc89188430c0	15	-	3	False	2025-09-30 08:43:52.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=renderer --pdf-upsell-enabled --dma-cps-flags=2048 --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1758970612842025 --launch-time-ticks=251220046401 --skip-read-main-dll --metrics-shmem-handle=3676,i,1077473506308931408,7105147940486991322,2097152 --field-trial-handle=2368,i,13086945005092742753,9322734318684889806,262144 --variations-seed-version --mojo-platform-channel-handle=3776 /prefetch:1	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
***** 12764	19596	msedge.exe	0xbc8905388080	10	-	3	False	2025-09-30 08:43:52.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --no-pre-read-main-dll --startup-read-main-dll --metrics-shmem-handle=2844,i,11440138074576976162,17390005276272809538,524288 --field-trial-handle=2368,i,13086945005092742753,9322734318684889806,262144 --variations-seed-version --mojo-platform-channel-handle=2868 /prefetch:13	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
***** 12188	19596	msedge.exe	0xbc88edf8a080	56	-	3	False	2025-09-30 08:43:52.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=gpu-process --no-pre-read-main-dll --gpu-preferences=SAAAAAAAAADgAAAIAAAAAAAAAAAAAGAAAQAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --startup-read-main-dll --metrics-shmem-handle=2112,i,9149337103234449018,14471668627855729461,262144 --field-trial-handle=2368,i,13086945005092742753,9322734318684889806,262144 --variations-seed-version --mojo-platform-channel-handle=2356 /prefetch:2	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
***** 11804	19596	msedge.exe	0xbc88f5dab0c0	13	-	3	False	2025-09-30 08:44:52.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=utility --utility-sub-type=edge_search_indexer.mojom.SearchIndexerInterfaceBroker --lang=en-US --service-sandbox-type=search_indexer --message-loop-type-ui --video-capture-use-gpu-memory-buffer --no-pre-read-main-dll --skip-read-main-dll --metrics-shmem-handle=6912,i,9717028430351728091,3805337084075992922,524288 --field-trial-handle=2368,i,13086945005092742753,9322734318684889806,262144 --variations-seed-version --mojo-platform-channel-handle=6556 /prefetch:14	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
*** 17096	9564	brave.exe	0xbc891892a140	46	-	3	False	2025-09-30 07:05:08.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe	"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe" 	C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
**** 4744	17096	brave.exe	0xbc89026640c0	31	-	3	False	2025-09-30 08:10:12.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe	"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe" --type=renderer --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=61 --time-ticks-at-unix-epoch=-1758970612842026 --launch-time-ticks=249200145022 --metrics-shmem-handle=6476,i,3094311524783957245,1362201371927076045,2097152 --field-trial-handle=1992,i,6401722685737262364,18274931122545765316,262144 --variations-seed-version=main@c30a8b7676b7754cd31363935ecd5073628f71dc --mojo-platform-channel-handle=7340 /prefetch:1	C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
**** 25740	17096	brave.exe	0xbc89188860c0	58	-	3	False	2025-09-30 07:05:08.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe	"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe" --type=gpu-process --no-pre-read-main-dll --start-stack-profiler --gpu-preferences=SAAAAAAAAADgAAAIAAAAAAAAAAAAAGAAAQAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --metrics-shmem-handle=1836,i,6638863715520850684,13567583360320051350,262144 --field-trial-handle=1992,i,6401722685737262364,18274931122545765316,262144 --variations-seed-version=main@c30a8b7676b7754cd31363935ecd5073628f71dc --mojo-platform-channel-handle=2036 /prefetch:2	C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
**** 26516	17096	brave.exe	0xbc8905ad50c0	0	-	3	False	2025-09-30 08:16:14.000000 UTC	2025-09-30 08:17:08.000000 UTC	\Device\HarddiskVolume3\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe	-	-
**** 3988	17096	brave.exe	0xbc8915bd0080	13	-	3	False	2025-09-30 08:42:13.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe	"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe" --type=renderer --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=108 --time-ticks-at-unix-epoch=-1758970612842026 --launch-time-ticks=251120306498 --metrics-shmem-handle=7620,i,16696793646626488922,5204088604858913862,2097152 --field-trial-handle=1992,i,6401722685737262364,18274931122545765316,262144 --variations-seed-version=main@c30a8b7676b7754cd31363935ecd5073628f71dc --mojo-platform-channel-handle=8564 /prefetch:1	C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
**** 9120	17096	brave.exe	0xbc89195b2080	10	-	3	False	2025-09-30 07:53:25.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe	"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe" --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --video-capture-use-gpu-memory-buffer --no-pre-read-main-dll --metrics-shmem-handle=3356,i,14198709129903741619,152739758459712365,524288 --field-trial-handle=1992,i,6401722685737262364,18274931122545765316,262144 --variations-seed-version=main@c30a8b7676b7754cd31363935ecd5073628f71dc --mojo-platform-channel-handle=3340 /prefetch:12	C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
**** 20128	17096	brave.exe	0xbc88f808c080	0	-	3	False	2025-09-30 08:10:11.000000 UTC	2025-09-30 08:10:42.000000 UTC	\Device\HarddiskVolume3\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe	-	-
**** 21412	17096	brave.exe	0xbc89038aa080	31	-	3	False	2025-09-30 08:24:46.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe	"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe" --type=renderer --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=87 --time-ticks-at-unix-epoch=-1758970612842026 --launch-time-ticks=250073795718 --metrics-shmem-handle=3564,i,1840304999736594292,4576564461697087824,2097152 --field-trial-handle=1992,i,6401722685737262364,18274931122545765316,262144 --variations-seed-version=main@c30a8b7676b7754cd31363935ecd5073628f71dc --mojo-platform-channel-handle=6268 /prefetch:1	C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
**** 14504	17096	brave.exe	0xbc890dfdb080	36	-	3	False	2025-09-30 08:39:20.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe	"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe" --type=renderer --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=100 --time-ticks-at-unix-epoch=-1758970612842026 --launch-time-ticks=250947688211 --metrics-shmem-handle=8508,i,11985589780704289025,601471679492506188,2097152 --field-trial-handle=1992,i,6401722685737262364,18274931122545765316,262144 --variations-seed-version=main@c30a8b7676b7754cd31363935ecd5073628f71dc --mojo-platform-channel-handle=4440 /prefetch:1	C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
**** 7604	17096	brave.exe	0xbc89088c90c0	31	-	3	False	2025-09-30 08:40:01.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe	"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe" --type=renderer --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=103 --time-ticks-at-unix-epoch=-1758970612842026 --launch-time-ticks=250988779323 --metrics-shmem-handle=6280,i,5921625470085853443,17508559076014785660,2097152 --field-trial-handle=1992,i,6401722685737262364,18274931122545765316,262144 --variations-seed-version=main@c30a8b7676b7754cd31363935ecd5073628f71dc --mojo-platform-channel-handle=8692 /prefetch:1	C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
**** 27452	17096	brave.exe	0xbc8914477080	11	-	3	False	2025-09-30 07:05:08.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe	"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --no-pre-read-main-dll --metrics-shmem-handle=2448,i,14293186252993133748,2977722781653860413,524288 --field-trial-handle=1992,i,6401722685737262364,18274931122545765316,262144 --variations-seed-version=main@c30a8b7676b7754cd31363935ecd5073628f71dc --mojo-platform-channel-handle=2468 /prefetch:13	C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
**** 10688	17096	brave.exe	0xbc89195b3080	25	-	3	False	2025-09-30 07:53:25.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe	"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe" --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-US --service-sandbox-type=none --video-capture-use-gpu-memory-buffer --no-pre-read-main-dll --metrics-shmem-handle=6664,i,11332025325670547953,4451356684993274394,524288 --field-trial-handle=1992,i,6401722685737262364,18274931122545765316,262144 --variations-seed-version=main@c30a8b7676b7754cd31363935ecd5073628f71dc --mojo-platform-channel-handle=5976 /prefetch:14	C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
**** 1216	17096	brave.exe	0xbc88c2dec240	0	-	3	False	2025-09-30 08:13:27.000000 UTC	2025-09-30 08:14:07.000000 UTC	\Device\HarddiskVolume3\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe	-	-
**** 16072	17096	brave.exe	0xbc891882e0c0	22	-	3	False	2025-09-30 07:05:08.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe	"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-pre-read-main-dll --start-stack-profiler --metrics-shmem-handle=2176,i,13603150030722936881,7405960501794007064,524288 --field-trial-handle=1992,i,6401722685737262364,18274931122545765316,262144 --variations-seed-version=main@c30a8b7676b7754cd31363935ecd5073628f71dc --mojo-platform-channel-handle=2200 /prefetch:11	C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
**** 4808	17096	brave.exe	0xbc88fefc9240	0	-	3	False	2025-09-30 08:34:03.000000 UTC	2025-09-30 08:34:36.000000 UTC	\Device\HarddiskVolume3\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe	-	-
**** 13008	17096	brave.exe	0xbc89107c7080	25	-	3	False	2025-09-30 07:52:34.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe	"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe" --type=renderer --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=43 --time-ticks-at-unix-epoch=-1758970612842026 --launch-time-ticks=248141174733 --metrics-shmem-handle=3272,i,2142981408311180921,14563443445258484968,2097152 --field-trial-handle=1992,i,6401722685737262364,18274931122545765316,262144 --variations-seed-version=main@c30a8b7676b7754cd31363935ecd5073628f71dc --mojo-platform-channel-handle=6116 /prefetch:1	C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
**** 25304	17096	brave.exe	0xbc891544d080	32	-	3	False	2025-09-30 07:53:06.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe	"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe" --type=renderer --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=44 --time-ticks-at-unix-epoch=-1758970612842026 --launch-time-ticks=248173616511 --metrics-shmem-handle=3760,i,11946525555307255841,2123002170773098119,2097152 --field-trial-handle=1992,i,6401722685737262364,18274931122545765316,262144 --variations-seed-version=main@c30a8b7676b7754cd31363935ecd5073628f71dc --mojo-platform-channel-handle=5588 /prefetch:1	C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
**** 19032	17096	brave.exe	0xbc8918bf2080	8	-	3	False	2025-09-30 07:05:08.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe	"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe" --type=crashpad-handler "--user-data-dir=C:\Users\Digital Forensic\AppData\Local\BraveSoftware\Brave-Browser\User Data" /prefetch:4 --monitor-self-annotation=ptype=crashpad-handler "--database=C:\Users\Digital Forensic\AppData\Local\BraveSoftware\Brave-Browser\User Data\Crashpad" --url=https://cr.brave.com --annotation=plat=Win64 --annotation=prod=Brave --annotation=ver=140.1.82.172 --initial-client-data=0x11c,0x120,0x124,0xf8,0x128,0x7ffdb2bf4ef8,0x7ffdb2bf4f04,0x7ffdb2bf4f10	C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
**** 13280	17096	brave.exe	0xbc89131240c0	31	-	3	False	2025-09-30 08:28:58.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe	"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe" --type=renderer --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=93 --time-ticks-at-unix-epoch=-1758970612842026 --launch-time-ticks=250325733745 --metrics-shmem-handle=9024,i,1437998345806222480,304191357220659989,2097152 --field-trial-handle=1992,i,6401722685737262364,18274931122545765316,262144 --variations-seed-version=main@c30a8b7676b7754cd31363935ecd5073628f71dc --mojo-platform-channel-handle=7592 /prefetch:1	C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
**** 5860	17096	brave.exe	0xbc88ece460c0	20	-	3	False	2025-09-30 07:52:25.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe	"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe" --type=renderer --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=42 --time-ticks-at-unix-epoch=-1758970612842026 --launch-time-ticks=248132184766 --metrics-shmem-handle=5276,i,13381860580484448299,2218703886661730721,2097152 --field-trial-handle=1992,i,6401722685737262364,18274931122545765316,262144 --variations-seed-version=main@c30a8b7676b7754cd31363935ecd5073628f71dc --mojo-platform-channel-handle=6652 /prefetch:1	C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
**** 24936	17096	brave.exe	0xbc89091c0140	0	-	3	False	2025-09-30 08:09:01.000000 UTC	2025-09-30 08:09:33.000000 UTC	\Device\HarddiskVolume3\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe	-	-
**** 8940	17096	brave.exe	0xbc8910503080	31	-	3	False	2025-09-30 08:13:40.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe	"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe" --type=renderer --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=67 --time-ticks-at-unix-epoch=-1758970612842026 --launch-time-ticks=249408094197 --metrics-shmem-handle=7868,i,1610508075579827188,8055206576874695257,2097152 --field-trial-handle=1992,i,6401722685737262364,18274931122545765316,262144 --variations-seed-version=main@c30a8b7676b7754cd31363935ecd5073628f71dc --mojo-platform-channel-handle=7348 /prefetch:1	C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
**** 12532	17096	brave.exe	0xbc8915cc20c0	29	-	3	False	2025-09-30 08:42:11.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe	"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe" --type=renderer --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=107 --time-ticks-at-unix-epoch=-1758970612842026 --launch-time-ticks=251118389296 --metrics-shmem-handle=8460,i,9857423719989972331,6780302621519376255,2097152 --field-trial-handle=1992,i,6401722685737262364,18274931122545765316,262144 --variations-seed-version=main@c30a8b7676b7754cd31363935ecd5073628f71dc --mojo-platform-channel-handle=8492 /prefetch:1	C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
